epoch,lr,loc_loss,conf_loss,total_loss,mAP,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
1,0.001,2.543781200917765,6.942987522758996,9.48676872367676,,,,,,,,,,,,,,,,,,,,,
2,0.001,1.9883598173007413,4.7059998123790505,6.694359629679792,,,,,,,,,,,,,,,,,,,,,
3,0.001,1.8004902186104284,4.3626569261947,6.163147144805128,,,,,,,,,,,,,,,,,,,,,
4,0.001,1.6906212084590435,4.114217343040929,5.804838551499973,,,,,,,,,,,,,,,,,,,,,
5,0.001,1.6213158384298745,3.926615879558527,5.547931717988401,,,,,,,,,,,,,,,,,,,,,
6,0.001,1.5717460393143918,3.733956472561382,5.305702511875774,,,,,,,,,,,,,,,,,,,,,
7,0.001,1.5121390450115022,3.5934030750689034,5.105542120080406,,,,,,,,,,,,,,,,,,,,,
8,0.001,1.4901461745984257,3.461958422828406,4.952104597426832,,,,,,,,,,,,,,,,,,,,,
9,0.001,1.445698409986953,3.359477884853229,4.805176294840182,,,,,,,,,,,,,,,,,,,,,
10,0.001,1.4168682684913612,3.258791634830804,4.675659903322165,,,,,,,,,,,,,,,,,,,,,
11,0.001,1.3874918447134974,3.1820873399131213,4.569579184626619,,,,,,,,,,,,,,,,,,,,,
12,0.001,1.373505712698062,3.136735516234328,4.51024122893239,,,,,,,,,,,,,,,,,,,,,
13,0.001,1.348714527230674,3.053575625434851,4.402290152665525,,,,,,,,,,,,,,,,,,,,,
14,0.001,1.3309059777198888,3.016008065531429,4.346914043251318,,,,,,,,,,,,,,,,,,,,,
15,0.001,1.310656388918051,2.946874935406085,4.257531324324136,,,,,,,,,,,,,,,,,,,,,
16,0.001,1.2814724451055923,2.887932237344809,4.169404682450401,,,,,,,,,,,,,,,,,,,,,
17,0.001,1.2743208661627845,2.86051074993877,4.134831616101554,,,,,,,,,,,,,,,,,,,,,
18,0.001,1.2630062857374975,2.840067659323208,4.103073945060705,,,,,,,,,,,,,,,,,,,,,
19,0.001,1.25202377973654,2.8157211972501712,4.067744976986711,,,,,,,,,,,,,,,,,,,,,
20,0.001,1.2279084663802442,2.7555200604204173,3.9834285268006617,,,,,,,,,,,,,,,,,,,,,
21,0.001,1.2215658869987098,2.7152318207981487,3.936797707796859,,,,,,,,,,,,,,,,,,,,,
22,0.001,1.2151400363102507,2.6971053315427738,3.912245367853025,,,,,,,,,,,,,,,,,,,,,
23,0.001,1.198802753187978,2.674545188300526,3.873347941488504,,,,,,,,,,,,,,,,,,,,,
24,0.001,1.1871558250710603,2.635149139184921,3.8223049642559817,,,,,,,,,,,,,,,,,,,,,
25,0.001,1.1736056332390148,2.5933342756935582,3.766939908932573,,,,,,,,,,,,,,,,,,,,,
26,0.001,1.1711810832968157,2.594177045761206,3.7653581290580216,,,,,,,,,,,,,,,,,,,,,
27,0.001,1.158810243629419,2.5810589036240743,3.7398691472534935,,,,,,,,,,,,,,,,,,,,,
28,0.001,1.1426731452774317,2.548781742683996,3.6914548879614273,,,,,,,,,,,,,,,,,,,,,
29,0.001,1.140259509650282,2.531054985789826,3.671314495440108,,,,,,,,,,,,,,,,,,,,,
30,0.001,1.1293158028453305,2.511416722410403,3.640732525255733,,,,,,,,,,,,,,,,,,,,,
31,0.001,1.1213923041432048,2.5005581649347617,3.621950469077967,,,,,,,,,,,,,,,,,,,,,
32,0.001,1.1028633999367492,2.464189559506913,3.567052959443662,,,,,,,,,,,,,,,,,,,,,
33,0.001,1.0962003282845592,2.461639574160591,3.55783990244515,,,,,,,,,,,,,,,,,,,,,
