epoch,lr,loc_loss,conf_loss,total_loss,mAP,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
1,0.001,2.970550887286663,14.316527098417282,17.287077985703945,,,,,,,,,,,,,,,,,,,,,
2,0.001,2.779739819467068,8.705413848161697,11.485153667628763,,,,,,,,,,,,,,,,,,,,,
3,0.001,2.583284616470337,5.93218469619751,8.515469312667847,,,,,,,,,,,,,,,,,,,,,
4,0.001,2.526023849844933,5.282754495739937,7.808778345584869,,,,,,,,,,,,,,,,,,,,,
5,0.001,2.4375812113285065,5.068228393793106,7.5058096051216125,,,,,,,,,,,,,,,,,,,,,
6,0.001,2.3611021786928177,5.029846519231796,7.390948697924614,,,,,,,,,,,,,,,,,,,,,
7,0.001,2.2610032334923744,4.939843863248825,7.2008470967412,,,,,,,,,,,,,,,,,,,,,
8,0.001,2.209689896553755,4.892468973994255,7.10215887054801,,,,,,,,,,,,,,,,,,,,,
9,0.001,2.1243607848882675,4.914531320333481,7.038892105221748,,,,,,,,,,,,,,,,,,,,,
10,0.001,2.115142922848463,4.821721851825714,6.936864774674177,,,,,,,,,,,,,,,,,,,,,
11,0.001,2.041247177869081,4.829533562064171,6.870780739933252,,,,,,,,,,,,,,,,,,,,,
12,0.001,2.006044175475836,4.79371865093708,6.799762826412916,,,,,,,,,,,,,,,,,,,,,
13,0.001,2.000576462596655,4.74439100921154,6.744967471808195,,,,,,,,,,,,,,,,,,,,,
14,0.001,1.9502126686275003,4.710625067353249,6.660837735980749,,,,,,,,,,,,,,,,,,,,,
15,0.001,1.9204664491117,4.656244687736034,6.576711136847735,,,,,,,,,,,,,,,,,,,,,
16,0.001,1.88335482776165,4.63457465171814,6.51792947947979,,,,,,,,,,,,,,,,,,,,,
17,0.001,1.8586953803896904,4.642228007316589,6.50092338770628,,,,,,,,,,,,,,,,,,,,,
18,0.001,1.8349167853593824,4.577504888176918,6.412421673536301,,,,,,,,,,,,,,,,,,,,,
19,0.001,1.8049009405076504,4.530078068375588,6.334979008883238,,,,,,,,,,,,,,,,,,,,,
20,0.001,1.8006411865353584,4.507356062531471,6.30799724906683,,,,,,,,,,,,,,,,,,,,,
21,0.001,1.7922182455658913,4.472888141870499,6.26510638743639,,,,,,,,,,,,,,,,,,,,,
22,0.001,1.7591784447431564,4.406009279191494,6.16518772393465,,,,,,,,,,,,,,,,,,,,,
23,0.001,1.74574838206172,4.3805980160832405,6.12634639814496,,,,,,,,,,,,,,,,,,,,,
24,0.001,1.7134795859456062,4.373626187443733,6.0871057733893394,,,,,,,,,,,,,,,,,,,,,
