epoch,lr,loc_loss,conf_loss,total_loss,mAP,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
1,0.001,2.528211349291159,6.685680120549304,9.213891469840462,,,,,,,,,,,,,,,,,,,,,
2,0.001,2.0744165004567896,4.848709481827756,6.923125982284546,,,,,,,,,,,,,,,,,,,,,
3,0.001,1.8760926237343047,4.645944514173142,6.522037137907447,,,,,,,,,,,,,,,,,,,,,
4,0.001,1.7400006711060274,4.419916023599341,6.159916694705368,,,,,,,,,,,,,,,,,,,,,
5,0.001,1.6741512113429131,4.223659966854339,5.897811178197252,,,,,,,,,,,,,,,,,,,,,
6,0.001,1.619501532392299,4.038229351348066,5.657730883740364,,,,,,,,,,,,,,,,,,,,,
7,0.001,1.5718297353873016,3.908040215783085,5.479869951170387,,,,,,,,,,,,,,,,,,,,,
8,0.001,1.5238252717552456,3.7693986376972064,5.293223909452452,,,,,,,,,,,,,,,,,,,,,
9,0.001,1.486797756125741,3.665252000727552,5.152049756853293,,,,,,,,,,,,,,,,,,,,,
10,0.001,1.4564701551241233,3.540624113793069,4.997094268917192,,,,,,,,,,,,,,,,,,,,,
11,0.001,1.430284900022737,3.469195920524868,4.899480820547605,,,,,,,,,,,,,,,,,,,,,
12,0.001,1.407495681275713,3.3904097384594856,4.797905419735198,,,,,,,,,,,,,,,,,,,,,
13,0.001,1.3908252876701084,3.317454175746187,4.708279463416296,,,,,,,,,,,,,,,,,,,,,
14,0.001,1.3586927039403442,3.230214423321663,4.588907127262008,,,,,,,,,,,,,,,,,,,,,
15,0.001,1.3447622652594924,3.1832322651612843,4.527994530420777,,,,,,,,,,,,,,,,,,,,,
16,0.001,1.329052060842514,3.11152842704286,4.440580487885374,,,,,,,,,,,,,,,,,,,,,
17,0.001,1.316989928061235,3.076352446637255,4.39334237469849,,,,,,,,,,,,,,,,,,,,,
18,0.001,1.2992659716318684,3.0050981459042703,4.304364117536139,,,,,,,,,,,,,,,,,,,,,
19,0.001,1.2859597664775575,2.972816710776471,4.258776477254028,,,,,,,,,,,,,,,,,,,,,
20,0.001,1.2705036289725744,2.9277978767739965,4.198301505746571,,,,,,,,,,,,,,,,,,,,,
21,0.001,1.258932535741346,2.8862172796371137,4.14514981537846,,,,,,,,,,,,,,,,,,,,,
22,0.001,1.2362615926891354,2.837894837061564,4.074156429750699,,,,,,,,,,,,,,,,,,,,,
23,0.001,1.2387448534475152,2.8153516510699657,4.054096504517481,,,,,,,,,,,,,,,,,,,,,
24,0.001,1.225586546862379,2.788598343835655,4.014184890698034,,,,,,,,,,,,,,,,,,,,,
25,0.001,1.2070645254554475,2.7453614126705954,3.9524259381260434,,,,,,,,,,,,,,,,,,,,,
26,0.001,1.2093732912912436,2.7327109811999275,3.9420842724911713,,,,,,,,,,,,,,,,,,,,,
27,0.001,1.1936475395733583,2.7062009970347085,3.899848536608067,,,,,,,,,,,,,,,,,,,,,
28,0.001,1.181789682477924,2.666818026955246,3.8486077094331694,,,,,,,,,,,,,,,,,,,,,
29,0.001,1.1772109331391385,2.6569961622251688,3.834207095364307,,,,,,,,,,,,,,,,,,,,,
30,0.001,1.155256784765433,2.623094104705973,3.7783508894714055,,,,,,,,,,,,,,,,,,,,,
31,0.001,1.1443473998959184,2.594576365558813,3.738923765454732,,,,,,,,,,,,,,,,,,,,,
32,0.001,1.1443517263054002,2.602938118555867,3.747289844861267,,,,,,,,,,,,,,,,,,,,,
33,0.001,1.134684387039631,2.558745878385314,3.693430265424945,,,,,,,,,,,,,,,,,,,,,
34,0.001,1.1372626271653683,2.554493459403937,3.6917560865693058,,,,,,,,,,,,,,,,,,,,,
35,0.001,1.1263226826562949,2.536054495378589,3.662377178034884,,,,,,,,,,,,,,,,,,,,,
36,0.001,1.1080203857404969,2.497805396293072,3.605825782033569,,,,,,,,,,,,,,,,,,,,,
37,0.001,1.101917731001022,2.492863453026359,3.594781184027381,,,,,,,,,,,,,,,,,,,,,
38,0.001,1.098459671786491,2.464266416028882,3.562726087815373,,,,,,,,,,,,,,,,,,,,,
39,0.001,1.0823533704094852,2.4549910168275764,3.5373443872370616,,,,,,,,,,,,,,,,,,,,,
40,0.001,1.0857578234892364,2.4593465137988963,3.545104337288133,,,,,,,,,,,,,,,,,,,,,
41,0.001,1.081524928410848,2.431516932680252,3.5130418610911,,,,,,,,,,,,,,,,,,,,,
