epoch,lr,loc_loss,conf_loss,total_loss,mAP,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
1,0.001,2.6392168087564456,7.820466357431594,10.45968316618804,,,,,,,,,,,,,,,,,,,,,
2,0.001,2.226568119541095,4.944946556334283,7.171514675875379,,,,,,,,,,,,,,,,,,,,,
3,0.001,2.01111188891587,4.784126764649798,6.795238653565669,,,,,,,,,,,,,,,,,,,,,
4,0.001,1.8746563461935444,4.672959594969537,6.547615941163082,,,,,,,,,,,,,,,,,,,,,
5,0.001,1.7903851627544234,4.503429412841797,6.293814575596221,,,,,,,,,,,,,,,,,,,,,
6,0.001,1.7194783824264623,4.381197191347741,6.100675573774204,,,,,,,,,,,,,,,,,,,,,
7,0.001,1.6685772268635453,4.246541387715917,5.915118614579463,,,,,,,,,,,,,,,,,,,,,
8,0.001,1.625114181998429,4.108147965874641,5.73326214787307,,,,,,,,,,,,,,,,,,,,,
9,0.001,1.6010851040007965,4.012238619433846,5.613323723434643,,,,,,,,,,,,,,,,,,,,,
10,0.001,1.5786861940553991,3.901619258200287,5.480305452255687,,,,,,,,,,,,,,,,,,,,,
11,0.001,1.551162558756057,3.844040773476765,5.395203332232821,,,,,,,,,,,,,,,,,,,,,
12,0.001,1.5283242866491815,3.7440729262722527,5.272397212921434,,,,,,,,,,,,,,,,,,,,,
13,0.001,1.4975704197671005,3.6671283503246914,5.164698770091792,,,,,,,,,,,,,,,,,,,,,
14,0.001,1.487850463314421,3.604772321737496,5.092622785051917,,,,,,,,,,,,,,,,,,,,,
15,0.001,1.4699009899880475,3.556576376507996,5.026477366496044,,,,,,,,,,,,,,,,,,,,,
16,0.001,1.433818221092224,3.475828920959667,4.909647142051892,,,,,,,,,,,,,,,,,,,,,
17,0.001,1.4186742867633797,3.4109175433019163,4.829591830065295,,,,,,,,,,,,,,,,,,,,,
18,0.001,1.3999295606734647,3.38128451480987,4.781214075483335,,,,,,,,,,,,,,,,,,,,,
19,0.001,1.3909845238278626,3.3184436415411103,4.709428165368973,,,,,,,,,,,,,,,,,,,,,
20,0.001,1.37951044140348,3.270282675506203,4.649793116909683,,,,,,,,,,,,,,,,,,,,,
21,0.001,1.36354878829543,3.198055619646789,4.56160440794222,,,,,,,,,,,,,,,,,,,,,
22,0.001,1.3514369217453488,3.1656781822253186,4.517115103970667,,,,,,,,,,,,,,,,,,,,,
23,0.001,1.3419449879864978,3.1338229953863057,4.475767983372803,,,,,,,,,,,,,,,,,,,,,
24,0.001,1.3213681882354105,3.084415326452559,4.40578351468797,,,,,,,,,,,,,,,,,,,,,
25,0.001,1.3047183577422123,3.0633034144237543,4.368021772165966,,,,,,,,,,,,,,,,,,,,,
26,0.001,1.3138145291881196,3.024128099915328,4.337942629103448,,,,,,,,,,,,,,,,,,,,,
27,0.001,1.3017990725814916,2.981900254632257,4.283699327213749,,,,,,,,,,,,,,,,,,,,,
28,0.001,1.2931824425223526,2.954323279629847,4.2475057221522,,,,,,,,,,,,,,,,,,,,,
